memo,ID,lat,lng,type
,918,35.885845,128.615147,3
C31,919,35.88986,128.610266,3
,920,35.889847,128.610405,3
,921,35.889834,128.610544,3
,922,35.889821,128.610683,3
,923,35.889809,128.610866,3
C32,924,35.889801,128.610992,3
,925,35.889799,128.61113,3
,926,35.889798,128.611268,3
,927,35.889796,128.611406,3
,928,35.889794,128.611587,3
C41,929,35.889426,128.616206,3
,930,35.889371,128.616282,3
,931,35.889316,128.616358,3
,932,35.889039,128.616483,3
C42,933,35.88899,128.616513,3
,934,35.888873,128.616521,3
C43,935,35.888854,128.616519,3
,936,35.888711,128.616385,3
,937,35.888568,128.616251,3
,938,35.888425,128.616117,3
,939,35.888282,128.615983,3
,940,35.888139,128.615849,3
,941,35.887996,128.615715,3
,942,35.887853,128.615581,3
,943,35.88771,128.615447,3
,944,35.887667,128.615399,3
,945,35.887609,128.615365,3
,946,35.887552,128.615738,3
D11,947,35.887161,128.607962,4
,948,35.88716,128.60802,4
,949,35.887159,128.608078,4
,950,35.887158,128.608136,4
,951,35.887157,128.608194,4
,952,35.887156,128.608252,4
,953,35.887155,128.60831,4
,954,35.887154,128.608368,4
,955,35.887153,128.608426,4
,956,35.887152,128.608484,4
,957,35.887151,128.608542,4
,958,35.88715,128.6086,4
,959,35.887149,128.608658,4
,960,35.887148,128.608716,4
,961,35.887147,128.608774,4
,962,35.887146,128.608832,4
,963,35.887145,128.60889,4
,964,35.887144,128.608948,4
,965,35.887143,128.609006,4
,966,35.887142,128.609064,4
,967,35.887141,128.609122,4
,968,35.88714,128.60918,4
,969,35.887139,128.609238,4
,970,35.887138,128.609296,4
,971,35.887137,128.609354,4
,972,35.887136,128.609412,4
,973,35.887135,128.60947,4
,974,35.887134,128.609528,4
,975,35.887133,128.609586,4
,976,35.887132,128.609644,4
,977,35.887131,128.609702,4
,978,35.88713,128.60976,4
,979,35.887129,128.609818,4
,980,35.887128,128.609876,4
,981,35.887127,128.609934,4
,982,35.887126,128.609992,4
,983,35.887125,128.61005,4
,984,35.887124,128.610108,4
,985,35.887123,128.610166,4
,986,35.887122,128.610224,4
,987,35.887121,128.610282,4
,988,35.88712,128.61034,4
,989,35.887119,128.610398,4
,990,35.887118,128.610456,4
,991,35.887117,128.610514,4
,992,35.887116,128.610572,4
,993,35.887115,128.61063,4
,994,35.887114,128.610688,4
,995,35.887113,128.610746,4
,996,35.887112,128.610804,4
,997,35.887111,128.610862,4
,998,35.88711,128.61092,4
,999,35.887109,128.610978,4
,1000,35.887108,128.611036,4
,1001,35.887107,128.611094,4
,1002,35.887106,128.611152,4
,1003,35.887105,128.61121,4
,1004,35.887104,128.611268,4
,1005,35.887103,128.611326,4
,1006,35.887102,128.611384,4
,1007,35.887101,128.611442,4
,1008,35.8871,128.6115,4
,1009,35.887099,128.611558,4
,1010,35.887098,128.611616,4
,1011,35.887097,128.611674,4
,1012,35.887096,128.611732,4
,1013,35.887095,128.611763,4
,1014,35.887055,128.611763,4
D11/,1015,35.887102,128.607979,4
,1016,35.887101,128.608036,4
,1017,35.8871,128.608093,4
,1018,35.887099,128.60815,4
,1019,35.887098,128.608207,4
,1020,35.887097,128.608264,4
,1021,35.887096,128.608321,4
,1022,35.887095,128.608378,4
,1023,35.887094,128.608435,4
,1024,35.887093,128.608492,4
,1025,35.887092,128.608549,4
,1026,35.887091,128.608606,4
,1027,35.88709,128.608663,4
,1028,35.887089,128.60872,4
,1029,35.887088,128.608777,4
,1030,35.887087,128.608834,4
,1031,35.887086,128.608891,4
,1032,35.887085,128.608948,4
,1033,35.887084,128.609005,4
,1034,35.887083,128.609062,4
,1035,35.887082,128.609119,4
,1036,35.887081,128.609176,4
,1037,35.88708,128.609233,4
,1038,35.887079,128.60929,4
,1039,35.887078,128.609347,4
,1040,35.887077,128.609404,4
,1041,35.887076,128.609461,4
,1042,35.887075,128.609518,4
,1043,35.887074,128.609575,4
,1044,35.887073,128.609632,4
,1045,35.887072,128.609689,4
,1046,35.887071,128.609746,4
,1047,35.88707,128.609803,4
,1048,35.887069,128.60986,4
,1049,35.887068,128.609917,4
,1050,35.887067,128.609974,4
,1051,35.887066,128.610031,4
,1052,35.887065,128.610088,4
,1053,35.887064,128.610145,4
,1054,35.887063,128.610202,4
,1055,35.887062,128.610259,4
,1056,35.887061,128.610316,4
,1057,35.88706,128.610373,4
,1058,35.887059,128.61043,4
,1059,35.887058,128.610487,4
,1060,35.887057,128.610544,4
,1061,35.887056,128.610601,4
,1062,35.887055,128.610658,4
,1063,35.887054,128.610715,4
,1064,35.887053,128.610772,4
,1065,35.887052,128.610829,4
,1066,35.887051,128.610886,4
,1067,35.88705,128.610943,4
,1068,35.887049,128.611,4
,1069,35.887048,128.611057,4
,1070,35.887047,128.611114,4
,1071,35.887046,128.611171,4
,1072,35.887045,128.611228,4
,1073,35.887044,128.611285,4
,1074,35.887043,128.611342,4
,1075,35.887042,128.611399,4
,1076,35.887041,128.611456,4
,1077,35.88704,128.611513,4
,1078,35.887039,128.61157,4
,1079,35.887038,128.611627,4
,1080,35.887037,128.611684,4
,1081,35.887036,128.611734,4
,1082,35.887009,128.611734,4
D12,1083,35.887018,128.611889,4
,1084,35.887008,128.611954,4
,1085,35.886998,128.612019,4
,1086,35.886938,128.612097,4
,1087,35.886857,128.61218,4
D12/,1088,35.886966,128.611883,4
,1089,35.886947,128.611957,4
,1090,35.886928,128.612031,4
,1091,35.886884,128.61212,4
,1092,35.886798,128.612208,4
E10,1093,35.894399,128.611518,5
,1094,35.894315,128.611404,5
,1095,35.894231,128.61129,5
,1096,35.894147,128.611176,5
,1097,35.894063,128.611062,5
,1098,35.893979,128.610948,5
,1099,35.893895,128.610834,5
,1100,35.893811,128.61072,5
,1101,35.893727,128.610606,5
,1102,35.893643,128.610492,5
,1103,35.893559,128.610378,5
,1104,35.893495,128.610312,5
,1105,35.893445,128.610262,5
,1106,35.893412,128.610223,5
,1107,35.893378,128.610386,5
E20,1108,35.891507,128.607646,5
,1109,35.89146,128.607545,5
,1110,35.891414,128.607444,5
,1111,35.891367,128.607343,5
,1112,35.891321,128.607242,5
,1113,35.891274,128.607141,5
,1114,35.891228,128.60704,5
,1115,35.891181,128.606939,5
,1116,35.891135,128.606838,5
,1117,35.891093,128.606778,5
E31,1118,35.888928,128.606709,5
,1119,35.888861,128.60679,5
,1120,35.888773,128.606898,5
,1121,35.888685,128.607005,5
E32,1122,35.888623,128.607076,5
,1123,35.88852,128.607094,5
,1124,35.888416,128.607113,5
,1125,35.888313,128.607132,5
,1126,35.888209,128.607151,5
,1127,35.888106,128.60717,5
,1128,35.888002,128.607189,5
,1129,35.887899,128.607208,5
,1130,35.887795,128.607227,5
,1131,35.887691,128.607246,5
,1132,35.887684,128.607242,5
E33,1133,35.887662,128.607259,5
,1134,35.887532,128.60723,5
E34,1135,35.887497,128.607219,5
,1136,35.887419,128.607171,5
E35,1137,35.887378,128.607122,5
,1138,35.887306,128.607028,5
E36,1139,35.887284,128.606972,5
,1140,35.887225,128.606784,5
E37,1141,35.887217,128.606701,5
,1142,35.887225,128.606579,5
,1143,35.887243,128.606457,5
F11,1144,35.889646,128.612516,6
,1145,35.889649,128.612566,6
,1146,35.889652,128.612616,6
,1147,35.889655,128.612666,6
,1148,35.889658,128.612716,6
,1149,35.889661,128.612766,6
,1150,35.889664,128.612866,6
,1151,35.88967,128.612998,6
F12,1152,35.889648,128.61308,6
,1153,35.889638,128.613136,6
,1154,35.889627,128.613192,6
,1155,35.889617,128.613248,6
,1156,35.889606,128.613304,6
,1157,35.889596,128.61336,6
,1158,35.889585,128.613416,6
,1159,35.889575,128.613472,6
,1160,35.889564,128.613528,6
,1161,35.889554,128.613584,6
,1162,35.889526,128.613624,6
F20,1163,35.887449,128.615635,6
,1164,35.887414,128.615611,6
,1165,35.887379,128.615587,6
,1166,35.887344,128.615563,6
,1167,35.887309,128.615539,6
,1168,35.887274,128.615515,6
,1169,35.887239,128.615491,6
,1170,35.887204,128.615467,6
,1171,35.887138,128.615426,6
,1172,35.886953,128.615384,6
F20/,1173,35.887409,128.61576,6
,1174,35.887373,128.615738,6
,1175,35.887337,128.615716,6
,1176,35.887301,128.615694,6
,1177,35.887265,128.615672,6
,1178,35.887229,128.61565,6
,1179,35.887193,128.615628,6
,1180,35.887157,128.615606,6
,1181,35.887121,128.615584,6
,1182,35.887065,128.615553,6
,1183,35.886901,128.615513,6
G10,1184,35.888705,128.611676,7
,1185,35.888744,128.611705,7
,1186,35.888783,128.611734,7
,1187,35.888822,128.611763,7
,1188,35.888861,128.611792,7
,1189,35.888913,128.611843,7
G10/,1190,35.888929,128.611751,7
,1191,35.888898,128.611727,7
,1192,35.888867,128.611703,7
,1193,35.888836,128.611679,7
,1194,35.888785,128.611638,7
,1195,35.888718,128.611593,7
