memo,ID,lat,lng,type
,66,35.893577,128.610403,1
,67,35.893647,128.610481,1
,68,35.893717,128.610559,1
,69,35.893787,128.610637,1
,70,35.893857,128.610715,1
,71,35.893927,128.610793,1
,72,35.893997,128.610871,1
,73,35.894067,128.610949,1
,74,35.894137,128.611027,1
,75,35.894207,128.611105,1
,76,35.894277,128.611183,1
,77,35.894347,128.611261,1
,78,35.894417,128.611339,1
,79,35.894487,128.611417,1
,80,35.894557,128.611495,1
,81,35.894627,128.611573,1
,82,35.894697,128.611651,1
,83,35.894767,128.611729,1
,84,35.894837,128.611807,1
,85,35.894907,128.611885,1
,86,35.894977,128.611963,1
,87,35.895047,128.612041,1
,88,35.895117,128.612119,1
,89,35.895187,128.612197,1
,90,35.895257,128.612275,1
,91,35.895327,128.612353,1
,92,35.895397,128.612431,1
,93,35.895467,128.612509,1
,94,35.895537,128.612587,1
,95,35.895607,128.612665,1
,96,35.895677,128.612743,1
,97,35.895747,128.612821,1
,98,35.895817,128.612899,1
,99,35.895887,128.612977,1
,100,35.895899,128.612999,1
A12,101,35.892399,128.609149,1
,102,35.892353,128.609061,1
,103,35.892307,128.608973,1
,104,35.892261,128.608885,1
,105,35.892215,128.608797,1
,106,35.892169,128.608709,1
,107,35.892123,128.608621,1
,108,35.892077,128.608533,1
,109,35.892031,128.608445,1
,110,35.891985,128.608357,1
,111,35.891939,128.608269,1
,112,35.891893,128.608181,1
,113,35.891847,128.608093,1
,114,35.891801,128.608005,1
,115,35.891755,128.607917,1
,116,35.891709,128.607829,1
,117,35.891663,128.607741,1
,118,35.891617,128.607653,1
,119,35.891571,128.607565,1
,120,35.891525,128.607477,1
,121,35.891479,128.607389,1
,122,35.891433,128.607301,1
,123,35.891387,128.607213,1
,124,35.891341,128.607125,1
,125,35.891295,128.607037,1
,126,35.891249,128.606949,1
,127,35.891203,128.606861,1
,128,35.891157,128.606773,1
,129,35.891111,128.606685,1
,130,35.891065,128.606597,1
,131,35.891019,128.606509,1
,132,35.890973,128.606421,1
,133,35.890927,128.606333,1
,134,35.890881,128.606245,1
,135,35.890835,128.606157,1
,136,35.890789,128.606069,1
,137,35.890743,128.605981,1
,138,35.890697,128.605893,1
,139,35.890651,128.605805,1
,140,35.890605,128.605717,1
,141,35.890559,128.605629,1
,142,35.890513,128.605541,1
,143,35.890467,128.605453,1
,144,35.890421,128.605365,1
,145,35.890375,128.605277,1
,146,35.890329,128.605189,1
,147,35.890283,128.605101,1
,148,35.890237,128.605013,1
,149,35.890191,128.604925,1
,150,35.890145,128.604837,1
,151,35.890099,128.604749,1
,152,35.890053,128.604661,1
,153,35.890007,128.604573,1
,154,35.889961,128.604485,1
,155,35.889915,128.604397,1
,156,35.889869,128.604309,1
,157,35.889823,128.604221,1
,158,35.889777,128.604133,1
,159,35.889731,128.604045,1
,160,35.889685,128.603957,1
,161,35.889639,128.603869,1
,162,35.889593,128.603781,1
,163,35.88955,128.603758,1
A12/,164,35.892445,128.609102,1
,165,35.892399,128.609014,1
,166,35.892353,128.608926,1
,167,35.892307,128.608838,1
,168,35.892261,128.60875,1
,169,35.892215,128.608662,1
,170,35.892169,128.608574,1
,171,35.892123,128.608486,1
